,trial,time,y_attacker,x_attacker,y_end_attacker,x_target,y_target,goal_mean,goal_upper,goal_lower,p_in,goal_upper_expand,goal_lower_expand,decision_expand,d_prime_expand
14,448.0,0.6538888888888889,-5.5,-2.5,-5.5,0.0,-0.14582730000108768,0.0,4.0,-4.0,0.0,3.935478971966213,-3.2056371471803544,correct_reject,0.0
15,448.0,0.7,-5.5,-1.25,-5.5,0.0,-1.640914483462204,0.0,4.0,-4.0,0.0,3.935478971966213,-3.2056371471803544,correct_reject,0.0
0,449.0,0.008333333333333333,-4.5,-20.0,-4.5,0.0,3.020885962817153,0.0,4.0,-4.0,0.06082769308629432,3.020885962817153,3.020885962817153,correct_reject,0.0
1,449.0,0.05444444444444444,-4.5,-18.75,-4.5,0.0,0.7454309751128045,0.0,4.0,-4.0,0.08500615221736374,3.020885962817153,0.7454309751128045,correct_reject,0.0
2,449.0,0.10055555555555555,-4.5,-17.5,-4.5,0.0,2.8292947032726374,0.0,4.0,-4.0,0.08500615221736374,3.020885962817153,0.7454309751128045,correct_reject,0.0
3,449.0,0.14666666666666667,-4.5,-16.25,-4.5,0.0,0.855756662834013,0.0,4.0,-4.0,0.08500615221736374,3.020885962817153,0.7454309751128045,correct_reject,0.0
4,449.0,0.19277777777777777,-4.5,-15.0,-4.5,0.0,0.4743508358753532,0.0,4.0,-4.0,0.08923162723471736,3.020885962817153,0.4743508358753532,correct_reject,0.0
5,449.0,0.23888888888888887,-4.5,-13.75,-4.5,0.0,-0.2766711416314571,0.0,4.0,-4.0,0.1034827121772619,3.020885962817153,-0.2766711416314571,correct_reject,0.0
6,449.0,0.28500000000000003,-4.5,-12.5,-4.5,0.0,-0.45501895750754695,0.0,4.0,-4.0,0.10756218340249384,3.020885962817153,-0.45501895750754695,correct_reject,0.0
7,449.0,0.33111111111111113,-4.5,-11.25,-4.5,0.0,-0.46815241312179,0.0,4.0,-4.0,0.1078753457122667,3.020885962817153,-0.46815241312179,correct_reject,0.0
8,449.0,0.37722222222222224,-4.5,-10.0,-4.5,0.0,-0.7088665329288126,0.0,4.0,-4.0,0.11395628572010887,3.020885962817153,-0.7088665329288126,correct_reject,0.0
9,449.0,0.42333333333333334,-4.5,-8.75,-4.5,0.0,-3.5432021607017896,0.0,4.0,-4.0,0.3388937389966452,3.020885962817153,-3.5432021607017896,correct_reject,0.0
10,449.0,0.46944444444444444,-4.5,-7.5,-4.5,0.0,-2.1034803343735087,0.0,4.0,-4.0,0.3388937389966452,3.020885962817153,-3.5432021607017896,correct_reject,0.0
11,449.0,0.5155555555555555,-4.5,-6.25,-4.5,0.0,2.7219504522617264,0.0,4.0,-4.0,0.3388937389966452,3.020885962817153,-3.5432021607017896,correct_reject,0.0
12,449.0,0.5616666666666666,-4.5,-5.0,-4.5,0.0,-0.6684446328633751,0.0,4.0,-4.0,0.3388937389966452,3.020885962817153,-3.5432021607017896,correct_reject,0.0
13,449.0,0.6077777777777778,-4.5,-3.75,-4.5,0.0,-2.9927024834559424,0.0,4.0,-4.0,0.3388937389966452,3.020885962817153,-3.5432021607017896,correct_reject,0.0
14,449.0,0.6538888888888889,-4.5,-2.5,-4.5,0.0,-3.8397723850208614,0.0,4.0,-4.0,0.42710765797682715,3.020885962817153,-3.8397723850208614,correct_reject,0.0
15,449.0,0.7,-4.5,-1.25,-4.5,0.0,-2.654306749908846,0.0,4.0,-4.0,0.42710765797682715,3.020885962817153,-3.8397723850208614,correct_reject,0.0
0,450.0,0.008333333333333333,-3.5,-20.0,-3.5,0.0,-3.038976031309013,0.0,4.0,-4.0,0.9424345664761891,-3.038976031309013,-3.038976031309013,miss,0.0
1,450.0,0.05444444444444444,-3.5,-18.75,-3.5,0.0,2.1166813595557787,0.0,4.0,-4.0,0.8380914216482156,2.1166813595557787,-3.038976031309013,miss,0.0
2,450.0,0.10055555555555555,-3.5,-17.5,-3.5,0.0,2.4996434143374477,0.0,4.0,-4.0,0.8129003386429047,2.4996434143374477,-3.038976031309013,miss,0.0
3,450.0,0.14666666666666667,-3.5,-16.25,-3.5,0.0,0.420145451096932,0.0,4.0,-4.0,0.8129003386429047,2.4996434143374477,-3.038976031309013,miss,0.0
4,450.0,0.19277777777777777,-3.5,-15.0,-3.5,0.0,3.7068012161147825,0.0,4.0,-4.0,0.6328216281800342,3.7068012161147825,-3.038976031309013,miss,0.0
5,450.0,0.23888888888888887,-3.5,-13.75,-3.5,0.0,-2.349792026673745,0.0,4.0,-4.0,0.6328216281800342,3.7068012161147825,-3.038976031309013,miss,0.0
6,450.0,0.28500000000000003,-3.5,-12.5,-3.5,0.0,-3.241110716358074,0.0,4.0,-4.0,0.7544038459168636,3.7068012161147825,-3.241110716358074,miss,0.0
7,450.0,0.33111111111111113,-3.5,-11.25,-3.5,0.0,1.4792199935762325,0.0,4.0,-4.0,0.7544038459168636,3.7068012161147825,-3.241110716358074,miss,0.0
8,450.0,0.37722222222222224,-3.5,-10.0,-3.5,0.0,3.993702696207456,0.0,4.0,-4.0,0.6623192468548675,3.993702696207456,-3.241110716358074,miss,0.0
9,450.0,0.42333333333333334,-3.5,-8.75,-3.5,0.0,-3.078841833199567,0.0,4.0,-4.0,0.6623192468548675,3.993702696207456,-3.241110716358074,miss,0.0
