,drift_rate,time_drift,nd_time
AD,1.9943696218777376,1.865114718677318,0.12812444792935676
AE,1.186131036596114,0.8568438125884201,0.2444947608983477
AF,1.703349656187436,1.4239012033414995,0.16122882349830372
AG,1.99808103064829,0.47217795390395223,0.3965807272960262
