,0
645,nogo
646,nogo
647,nogo
648,nogo
649,nogo
650,nogo
651,go
652,go
653,nogo
654,go
655,go
656,nogo
657,nogo
658,go
659,go
660,go
661,nogo
662,nogo
663,nogo
664,nogo
665,go
666,nogo
667,nogo
668,go
669,nogo
670,go
671,nogo
672,nogo
673,go
674,go
675,go
676,go
677,nogo
678,nogo
679,nogo
680,nogo
681,nogo
682,nogo
683,go
684,nogo
685,go
686,nogo
687,nogo
688,go
689,nogo
690,go
691,go
692,go
693,go
694,nogo
695,go
696,nogo
697,nogo
698,go
699,go
700,go
701,nogo
702,nogo
703,go
704,nogo
705,nogo
706,nogo
707,nogo
708,go
709,go
710,nogo
711,nogo
712,go
713,go
714,nogo
715,nogo
716,go
717,go
718,go
719,go
720,nogo
721,nogo
722,nogo
723,go
724,go
725,go
726,go
727,go
728,nogo
729,nogo
730,go
731,go
732,nogo
733,nogo
734,nogo
735,nogo
736,go
737,go
738,go
739,go
740,go
741,go
742,go
743,nogo
744,nogo
745,go
746,go
747,go
748,go
749,nogo
750,nogo
751,nogo
752,nogo
753,go
754,go
755,nogo
756,go
757,nogo
758,nogo
759,nogo
760,nogo
761,go
762,nogo
763,go
764,go
765,nogo
766,nogo
767,nogo
768,go
769,go
770,nogo
771,go
772,go
773,nogo
774,nogo
775,nogo
776,go
777,go
778,go
779,go
780,go
781,go
782,go
783,nogo
784,go
785,nogo
786,go
787,nogo
788,go
789,go
790,nogo
791,nogo
792,go
793,nogo
794,go
795,go
796,nogo
797,nogo
798,nogo
799,nogo
800,nogo
801,nogo
802,nogo
803,go
804,nogo
805,go
806,nogo
807,nogo
808,go
809,nogo
810,go
811,go
812,nogo
813,go
814,go
815,nogo
816,nogo
817,nogo
818,nogo
819,go
820,go
821,go
822,nogo
823,nogo
824,nogo
825,go
826,go
827,go
828,go
829,go
830,go
831,nogo
832,go
833,go
834,go
835,go
836,go
837,nogo
838,nogo
839,go
840,nogo
841,go
842,nogo
843,nogo
844,nogo
845,nogo
846,nogo
847,nogo
848,nogo
849,nogo
850,nogo
851,go
852,nogo
853,go
854,nogo
855,nogo
856,go
857,nogo
858,go
859,nogo
860,go
861,go
862,go
863,nogo
864,nogo
865,go
866,nogo
867,nogo
868,go
869,go
870,nogo
871,nogo
872,nogo
873,go
874,go
875,go
876,go
877,go
878,go
879,nogo
880,nogo
881,go
882,nogo
883,go
884,go
885,nogo
886,nogo
887,nogo
888,nogo
889,nogo
890,go
891,nogo
892,go
893,go
894,go
895,nogo
896,nogo
897,go
898,go
899,go
900,go
901,go
902,go
903,go
904,nogo
905,go
906,nogo
907,go
908,nogo
909,go
910,nogo
911,nogo
912,nogo
913,nogo
914,go
915,go
916,nogo
917,nogo
918,go
919,nogo
920,nogo
921,nogo
922,nogo
923,go
924,go
925,nogo
926,go
927,nogo
928,go
929,go
930,go
931,nogo
932,nogo
933,go
934,nogo
935,nogo
936,nogo
937,nogo
938,nogo
939,nogo
940,go
941,go
942,nogo
943,nogo
944,go
945,go
946,go
947,go
948,go
949,nogo
950,nogo
951,nogo
952,nogo
953,go
954,nogo
955,go
956,go
957,nogo
958,nogo
959,nogo
960,nogo
961,nogo
962,nogo
963,go
964,go
965,go
966,nogo
967,nogo
968,nogo
969,go
970,go
971,go
972,go
973,go
974,nogo
975,nogo
976,go
977,nogo
978,go
979,nogo
980,go
981,go
982,go
983,nogo
984,nogo
985,nogo
986,nogo
987,nogo
988,nogo
989,nogo
990,go
991,nogo
992,go
993,go
994,go
995,go
996,go
997,go
998,nogo
999,go
