,drift_weight,time_drift,nd_time
AD,4.901285111331002,1.3905368535233853,0.19087852177139175
AE,3.9702043116084065,0.8654552281930752,0.21270860650379747
AF,4.985924054694344,1.865114718677318,0.12812444792935676
AG,2.965327591490285,0.8568438125884201,0.2444947608983477
