,Unnamed: 0,trial,time,y_attacker,x_attacker,y_end_attacker,x_target,y_target,goal_mean,goal_upper,goal_lower,p_in,goal_upper_expand,goal_lower_expand,decision_expand,d_prime_expand,p_in_diff
38,6,2.0,0.28500000000000003,-3.5,-12.5,-3.5,0.0,1.335495673436588,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
39,7,2.0,0.33111111111111113,-3.5,-11.25,-3.5,0.0,-2.194628255861332,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
40,8,2.0,0.37722222222222224,-3.5,-10.0,-3.5,0.0,2.144733737998465,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
41,9,2.0,0.4233333333333333,-3.5,-8.75,-3.5,0.0,3.2651641319129103,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
42,10,2.0,0.4694444444444445,-3.5,-7.5,-3.5,0.0,-0.26325933723760553,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
43,11,2.0,0.5155555555555555,-3.5,-6.25,-3.5,0.0,0.7553795751647829,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
44,12,2.0,0.5616666666666666,-3.5,-5.0,-3.5,0.0,1.6761634211219372,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
45,13,2.0,0.6077777777777778,-3.5,-3.75,-3.5,0.0,3.820662406967952,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
46,14,2.0,0.6538888888888889,-3.5,-2.5,-3.5,0.0,2.1511250442074368,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
47,15,2.0,0.7,-3.5,-1.25,-3.5,0.0,-2.760620158088061,0.0,4.0,-4.0,0.6556826650314884,3.836551705049328,-3.1516047152232582,miss,0.0,0.0
48,0,3.0,0.008333333333333333,-2.5,-20.0,-2.5,0.0,2.4437780882319746,0.0,4.0,-4.0,0.3820277389710032,2.4437780882319746,2.4437780882319746,miss,0.0,0.3820277389710032
49,1,3.0,0.054444444444444434,-2.5,-18.75,-2.5,0.0,-3.933708124906772,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.6179722610289968
50,2,3.0,0.10055555555555556,-2.5,-17.5,-2.5,0.0,-3.3736853342508706,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
51,3,3.0,0.14666666666666667,-2.5,-16.25,-2.5,0.0,-2.34281017882192,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
52,4,3.0,0.19277777777777774,-2.5,-15.0,-2.5,0.0,1.1486114472257487,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
53,5,3.0,0.2388888888888889,-2.5,-13.75,-2.5,0.0,-1.0278488459238098,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
54,6,3.0,0.28500000000000003,-2.5,-12.5,-2.5,0.0,0.37310005135325497,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
55,7,3.0,0.33111111111111113,-2.5,-11.25,-2.5,0.0,1.1109932880564222,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
56,8,3.0,0.37722222222222224,-2.5,-10.0,-2.5,0.0,-0.08400336813371201,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
57,9,3.0,0.4233333333333333,-2.5,-8.75,-2.5,0.0,-0.2707872654781065,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
58,10,3.0,0.4694444444444445,-2.5,-7.5,-2.5,0.0,-1.5361947550825483,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
59,11,3.0,0.5155555555555555,-2.5,-6.25,-2.5,0.0,-2.1197924303828417,0.0,4.0,-4.0,1.0,2.4437780882319746,-3.933708124906772,hit,0.0,0.0
60,12,3.0,0.5616666666666666,-2.5,-5.0,-2.5,0.0,3.090146433089988,0.0,4.0,-4.0,1.0,3.090146433089988,-3.933708124906772,hit,0.0,0.0
61,13,3.0,0.6077777777777778,-2.5,-3.75,-2.5,0.0,-1.2932362266197748,0.0,4.0,-4.0,1.0,3.090146433089988,-3.933708124906772,hit,0.0,0.0
62,14,3.0,0.6538888888888889,-2.5,-2.5,-2.5,0.0,-2.1184444692432303,0.0,4.0,-4.0,1.0,3.090146433089988,-3.933708124906772,hit,0.0,0.0
63,15,3.0,0.7,-2.5,-1.25,-2.5,0.0,-1.7460576946373223,0.0,4.0,-4.0,1.0,3.090146433089988,-3.933708124906772,hit,0.0,0.0
64,0,4.0,0.008333333333333333,2.5,-20.0,2.5,0.0,2.0275402349284724,0.0,4.0,-4.0,0.940942529366059,2.0275402349284724,2.0275402349284724,miss,0.0,0.940942529366059
65,1,4.0,0.054444444444444434,2.5,-18.75,2.5,0.0,-0.8124705330137676,0.0,4.0,-4.0,0.9084378389520176,2.0275402349284724,-0.8124705330137676,miss,0.0,0.03250469041404147
66,2,4.0,0.10055555555555556,2.5,-17.5,2.5,0.0,1.2539444962740571,0.0,4.0,-4.0,0.9084378389520176,2.0275402349284724,-0.8124705330137676,miss,0.0,0.0
67,3,4.0,0.14666666666666667,2.5,-16.25,2.5,0.0,-0.5187186329365305,0.0,4.0,-4.0,0.9084378389520176,2.0275402349284724,-0.8124705330137676,miss,0.0,0.0
68,4,4.0,0.19277777777777774,2.5,-15.0,2.5,0.0,0.5640505416692401,0.0,4.0,-4.0,0.9084378389520176,2.0275402349284724,-0.8124705330137676,miss,0.0,0.0
69,5,4.0,0.2388888888888889,2.5,-13.75,2.5,0.0,1.5131889603232882,0.0,4.0,-4.0,0.9084378389520176,2.0275402349284724,-0.8124705330137676,miss,0.0,0.0
70,6,4.0,0.28500000000000003,2.5,-12.5,2.5,0.0,2.9891406174359445,0.0,4.0,-4.0,1.0,2.9891406174359445,-0.8124705330137676,hit,0.0,0.09156216104798243
71,7,4.0,0.33111111111111113,2.5,-11.25,2.5,0.0,1.692082395322501,0.0,4.0,-4.0,1.0,2.9891406174359445,-0.8124705330137676,hit,0.0,0.0
