success,rea_time,mov_time,initPixx,t_draw,t_kbdown,t_eyesfixed,t_go,t_disap,t_movStart,t_movEnd,t_cross,t_end,goResp,hitGoal,goalY,trajectory,posMovStart,posMovEnd,Var1_ 1,Var1_ 2,Var1_ 3,Var1_ 4,Var1_ 5,Var1_ 6,Var1_ 7,Var1_ 8,Var1_ 9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,Var1_41,Var1_42,Var1_43,Var1_44,Var1_45,Var1_46,Var1_47,Var1_48,Var1_49,Var1_50,Var1_51,Var1_52,Var1_53,Var1_54,Var1_55,Var1_56,Var1_57,Var1_58,Var1_59,Var1_60
1,0.336195640000369,0.275942119999854,4811.9718862,4902.30399956,4903.737271,4902.72041144,4904.30924768,4904.79561004,4904.64544332,4904.92138544,4905.11232904,4905.11264204,1,0,625.725260960204,7,8,14,2.48001776254364,0.291515641735678,2.40676345410219,0.198224043827573,-0.384346321615678,1.05071372864447,-0.604594952134498,0.511996229809612,5.01790052063476,5.4578449399127,3.19473583519644,3.70357544351233,0.727481338980087,1.08254234999857,5.37833415521763,-0.0911406449572958,5.43314475862226,-0.837952832784423,5.83768049406495,1.77911475490254,5.47765384548382,3.61546703860372,4.12476626847816,0.829379448718545,0.835783742460598,4.88246895513,2.79998692190843,2.32832839865834,3.58390764545778,2.15009942715488,3.19219509601525,5.91524391293041,3.88565630678629,3.93107886702434,-1.03104539102403,0.47344549263741,-0.130874449715148,2.16619910778475,1.21600817272062,2.61103268787814,-0.379004787216567,-0.060080752622361,1.6254764310613,1.45695260695504,1.5099458529918,2.80771556412164,6.01281449491125,0.562096291793154,4.61249849013755,4.05109643190854,1.23183951662883,-0.939375866173054,0.867683558740887,1.97648842246669,0.532229339741001,-0.54869897560212,0.247376933887684,6.06654829100434,-0.467007184388907,2.56340567372168
1,0.353925999999774,0.250038800000766,4905.11264204,4905.41231952,4905.9124066,4905.6204248,4906.48346948,4906.97062836,4906.83739548,4907.08743428,4907.27898008,4907.27912652,1,1,540,4,8,13,-0.412125547488449,3.02011558976473,0.867803435333426,0.0664529843316726,-3.599658129945,2.60951501679786,-2.54470444868628,-2.95412117740479,-1.43428124997569,0.909398556466686,-1.23419096728691,-2.79091471434274,-3.46583269394105,0.494299938157357,-2.72506821752348,1.40257956960562,-1.10357791723765,-1.71173807341475,-0.343074713461261,-3.52822099766003,2.77697671000659,2.9108057699145,1.18810691776189,3.5557634738161,-1.11610913764633,-1.76257374889519,-1.31753335915484,-1.94268079145765,-2.26928636143296,0.190831755784809,-3.36783400195241,-0.959817014363246,-3.45623412328154,2.42979895158696,-2.2701803146094,0.928011445740702,0.96629085813616,0.693973987782238,-0.614406376259951,2.46367836831623,2.21098570253362,-0.159943157449448,3.46940619860939,2.61301086826761,1.27988720717398,2.49289778838245,-2.53359902721938,2.05901403948794,2.16559836771045,3.37409003439059,-0.814111500108437,-2.60059265225979,0.0892689133276114,-1.04583777636608,3.23144385541692,-1.36083915424119,-0.648198322113736,-2.54194496526886,-1.0249377465517,0.180794139211386
0,0.545058079999762,0.225245360000372,4907.27912652,4907.57896648,4907.86254684,4907.77882856,4908.43385044,4908.92069348,4908.97890852,4909.20415388,4909.22916024,4909.22932072,1,1,625.725260960204,5,12,17,-0.694875310464204,1.30179367435681,-0.573938389979163,6.02492149212928,2.78755345374648,0.41447935062978,1.11956659959963,0.593106478398425,1.20255285223116,5.5013019155838,2.87842925555554,4.13728749426073,4.51675887123567,4.46742306372978,2.4961906399111,1.29512442844181,1.76550805909297,0.970180713396865,3.31452900069595,-0.962710519862963,0.986631791336621,5.86489340959167,4.82382699972028,5.42687852278062,-0.782242352305778,-0.0928410650360645,2.45764349025973,5.99965801062911,3.96207840723363,-0.300892211399579,3.71177844996139,3.86099194899841,3.83479020594402,4.69350118737968,3.00896933360331,2.30738589501002,4.10730408205725,5.40027337916983,-0.894974104677744,1.09273878638788,4.56754817987454,5.92427751352779,1.95443820493444,3.66250592479834,-0.953505234987543,-0.491879736382175,-0.222063079347396,-0.0340175784759245,2.86964644239151,-1.09255496428225,-0.706927792372869,2.80314070434393,-0.342461239198277,4.44626582807053,-1.09891360855103,4.40464043740123,-0.00887217979510257,3.79223756002553,3.52936398777847,2.94226942670833
0,NaN,NaN,4909.22932072,4911.5626556,4911.98725932,4911.87053308,4912.55877124,4913.0462852,NaN,4913.35399276,4913.35399276,4913.35431488,0,0,711.450521920407,1,0,0,2.87329063499965,8.36746197059712,7.04606075385048,2.01783509756996,8.1633177015597,2.20332516581328,3.74934159821884,1.79291770057823,8.57790709381544,1.44081360475282,5.39104903801003,6.61912645591281,7.95827897056293,5.11271213755881,3.27624065222708,4.28288567335106,4.42275321943503,4.98376819878377,7.658093199688,7.71854909075866,3.63555565778845,2.42501430711055,2.73644174614877,5.54716798638877,6.41202279634698,1.98397904247133,1.8969165460446,2.01468715845144,1.74148780686855,6.2906806948042,5.60027911681393,8.54095216930412,7.3886938042224,8.32353128697415,8.34878435386636,6.43257107048576,2.93556134461358,5.59872356975503,1.73270149372395,4.96970156914168,6.55586095984883,4.12261052290303,4.03613250142986,7.39546072824425,3.17908387922255,2.02258661574697,3.51420670772395,3.72515148553133,4.25223238225001,5.74600734519487,8.30359926609664,5.69858319196915,3.82737756881925,3.22925625725563,8.15396520058529,5.18071588036193,8.35172619445849,6.50844031297002,3.21947383242384,4.14105122105572
1,NaN,NaN,4913.35431488,4916.95389756,4917.345612,4917.15394348,4917.91710844,4918.40429612,NaN,4918.71262252,4918.71262252,4918.712819,0,0,454.274739039796,1,0,0,-0.73209127647722,-1.61342302870973,-2.5594286667636,-1.99783842224581,0.100921027585408,-2.84811304331725,0.796365422550358,-0.97151269909364,-1.6531059664487,-3.80669569770201,-4.08538603381855,0.143557544355893,-3.27053193531427,-2.4750473745195,-3.74112060158404,-1.25689813844106,-4.22627333773502,-1.90813292587943,-1.16622756201132,-0.962979839567748,-0.959391154312739,-1.38606276104077,-0.28799261590112,-4.01098993934352,-2.37862366051169,-5.01798863290042,-4.76434855616752,-5.08950647663718,-3.21305113788329,-4.89764721109735,0.952253054380106,0.42170740965376,-3.78312591741529,-2.42859508241041,-4.56616453017616,-0.368696294117547,-1.6608047031261,1.08072811268726,-1.98917080707332,0.278129774638064,-1.28432434870944,-5.59459553588744,-4.30704185279463,-0.584413600658781,-0.571382884938942,-3.87510394229726,-3.24201158750466,-2.7972198408968,0.716548741288346,-4.29360160093811,-3.70662246674193,-4.36636334781936,-0.829214738329036,-2.31529922589074,-3.47180326692499,-5.94947859092233,-2.0066225760043,-5.95500332448327,-0.901770679389406,0.472866334801191
1,NaN,NaN,4918.712819,4919.04567204,4919.0458036,4919.2455742,4919.81695412,4920.304569,NaN,4920.61244648,4920.61244648,4920.612561,0,0,711.450521920407,8,0,0,5.16200514953753,6.37453668032845,4.39527986393169,8.12996752729058,4.23475430204827,3.22964961655709,4.78676157589496,8.42178248715879,4.89237891472798,5.39865727462124,5.21889630777266,7.16394776425301,4.08799856603374,6.42338348235719,2.36099980245425,4.7956451618586,4.70894138273318,4.15965292186975,8.12072282578868,7.14835099616206,1.42863641071868,2.11845353081632,5.39408305569454,7.1581373749043,7.01190150997049,3.79578028381655,3.71147678532198,3.71046236873769,4.31866890467394,7.06546132459932,4.80841703289789,7.53044627971431,7.47590290493353,8.40051854132946,5.68306629801579,7.42620559890636,4.38139275968455,6.13210436955067,4.5340810634416,1.47581725211602,7.41854807297297,4.95891008171339,4.51858660638687,5.66222330117593,5.36957551355302,2.39109601234846,6.94879109602261,6.5358639317363,5.77713520523913,4.66566590810362,2.19852370795929,6.59651984787972,6.23707145308249,3.08032723785417,6.62302464225094,3.14825606488685,7.19408435719761,2.51478729541178,2.76876741646209,6.6269619941608
1,NaN,NaN,4920.612561,4920.9123904,4920.91250936,4921.0539844,4921.62538508,4922.11245744,NaN,4922.42095052,4922.42095052,4922.4211002,0,0,625.725260960204,7,0,0,1.58156006013738,1.40787092698974,5.15415191251058,5.78679964613796,0.594709569330239,0.503765674266987,3.13406206454996,1.43017724864966,3.26888305697252,5.52976232957995,1.70848529409343,0.976995883905283,1.96921020872068,1.70832196708767,4.79171344146704,6.03015047128765,0.165115365223397,5.65536423595681,5.64222049441875,4.73296543003673,0.105396767711445,5.38403159309171,-0.360913534995369,5.92286415285476,4.38825279542899,4.50034333580357,5.06490455601931,3.72602836467598,5.29881227561036,2.10806978438119,5.92070475228848,0.7328326036713,-0.645748455852851,1.93193783615695,6.00531496160245,-0.625817316409802,4.53071108419033,3.74433274907891,4.93656420580458,-0.156682883536508,4.27399884775053,-0.20740377775784,6.03790834741868,2.05225089175713,1.8653491070231,1.33047534837632,2.23699256119974,4.66458601002456,5.55470425183748,1.04295678332913,4.7550493157904,2.71892647234216,4.54482157302705,0.519375645103801,0.530878461780189,1.26220426115832,2.49458677049437,-0.185600552591868,5.59530221695599,1.86386848374695
1,NaN,NaN,4922.4211002,4922.76244924,4922.85415936,4922.77078128,4923.42582356,4923.91246596,NaN,4924.22078864,4924.22078864,4924.22089392,0,1,540,4,0,0,1.3173743559932,-2.78081407200766,-2.37054006893323,1.08691698813912,-0.23414932172377,1.92265511472917,0.895522050476434,-0.155234700982795,0.375356580171772,-1.92885284147019,-1.19257848602449,0.486204531072542,-0.880750331226697,-1.93084714188844,1.55183810030294,1.1286055426705,0.121932569337758,-1.29448288210382,1.21612575190274,3.08269531916305,-1.08750264528485,0.676417889170876,0.254294200335478,0.372489539366313,2.41613300307944,1.26602496919735,-3.1944871296044,-0.43426470556732,-1.39197514637298,0.339421331567241,-0.224908919787109,-1.91442082668144,-2.60752655376801,-2.78323674544672,0.963526410564987,3.56155919041937,-2.66855226352037,-1.90575282720666,0.326719647546604,2.13634653235758,-0.381055593362109,-3.43231716805817,-2.36987746113362,0.243593397807484,-0.363667778638094,-0.150637185915817,1.78988875998159,2.15358056674834,1.72044520040387,-0.300866450574298,2.83489524676888,-0.712003608815246,-0.712633282594003,1.16281936531967,-2.95308347231809,-0.783510508888821,1.18802418951084,-1.2785690039369,-2.27649812959688,-0.943271956019557
0,NaN,NaN,4924.22089392,4924.55409844,4924.8207868,4924.74575944,4925.39240096,4925.87916924,NaN,4926.18754076,4926.18754076,4926.18766488,0,1,625.725260960204,3,0,0,3.80608936492736,6.03803270617274,2.40529445218269,0.128335844830137,1.6157664573755,3.66436748514419,1.10766606170168,2.06362947663852,-0.314178420555602,5.56168961235674,-0.479685924258487,-0.885954024063677,0.1048856505636,0.74758148552609,1.16634962796886,1.9702783971064,0.0606412923756734,-0.234039451290217,5.14657889659067,1.94074670780312,4.21277014616298,3.03005482633208,-0.904806242720936,2.00160372477825,3.017870461974,2.53811211796214,4.55203306229147,0.221030800541289,2.13757778119563,4.67972952312472,4.97902983784772,3.41180016462309,5.22585439882135,2.09302874580776,0.3628664487806,4.42441373937998,5.1197873802772,0.612257782287069,4.94728170317904,0.268556627929573,0.425496446240635,2.06977930536506,4.31245546293808,1.48919707163522,4.78383144184761,-0.471968407048964,0.140862999946535,-0.939767385999489,1.61167485740923,1.9841550720213,4.94596311536481,4.07891819120043,4.8808790247325,0.785945173505342,-0.479380021780335,3.20255372051977,1.43740401064725,3.67151427708946,4.19638770354413,0.573716499784638
0,NaN,NaN,4926.18766488,4927.88755828,4928.37069516,4928.12070072,4928.9421754,4929.42920228,NaN,4929.73752316,4929.73752316,4929.73762016,0,0,711.450521920407,2,0,0,3.4938823345029,8.20752180717485,4.86336146572278,7.92775315151296,3.60996922471937,5.60950921733076,5.82065206874417,5.35317071803169,4.98592545313883,3.37525211256304,4.32043618055954,4.1653739858,5.23657502557174,3.2644967840312,4.89075466011814,5.4453917455882,7.61340243627424,8.21055025326088,2.13976837713328,5.1744899171719,6.53309977320119,6.97204403888117,4.79641276267372,7.08814803157704,8.30697737314294,6.98700265316766,2.50819593625734,1.76513024459654,7.19151049617208,6.86011123580035,2.51334816966127,4.05020075333352,8.48960787926809,2.68969983604815,6.46876117150211,5.07114792483885,7.25865338217085,1.53119129248479,1.99627008321767,3.16127213551962,7.07024857170771,5.08318476501777,7.87935895413928,6.46185382747389,4.61252780349872,5.03758565343724,2.41702842017082,8.04762598460839,3.37644461140174,1.81433607763569,4.34994388953271,6.02292298459736,8.39891950966558,3.00004436033244,7.6232824851627,5.42244696000986,1.95825618114433,3.07947255853192,5.57490528782931,7.81411302018099
