success,rea_time,mov_time,initPixx,t_draw,t_kbdown,t_eyesfixed,t_go,t_disap,t_movStart,t_movEnd,t_cross,t_end,goResp,hitGoal,goalY,in_out,up_down,difficulty,attackerY,posMovStart,posMovEnd,Var1_ 1,Var1_ 2,Var1_ 3,Var1_ 4,Var1_ 5,Var1_ 6,Var1_ 7,Var1_ 8,Var1_ 9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,Var1_41,Var1_42,Var1_43,Var1_44,Var1_45,Var1_46,Var1_47,Var1_48,Var1_49,Var1_50,Var1_51,Var1_52,Var1_53,Var1_54,Var1_55,Var1_56,Var1_57,Var1_58,Var1_59,Var1_60
1,0.40664715999992,0.241978560000462,7219.72578276,7220.02595428,7220.35891716,7220.16709744,7220.9937472,7221.47562624,7221.40039436,7221.64237292,7221.79228072,7221.7924544,1,1,625.725260960204,-1,-1,0.5375,-0.9625,10,14,0.643702956134521,1.65600015185986,-0.723944088693007,4.60977564165511,5.46462011583108,2.37296787047687,-0.243936430849894,3.50316322816611,4.21569359312028,4.64139880125018,4.75632542591842,4.01190918715727,2.14708536784119,0.701512900537973,3.032450418043,0.462314208561557,-0.997364562695066,1.63708936508933,3.63827779665727,1.75308813192883,-0.53653601527938,5.64695991536561,4.75313056866253,5.49921921243108,4.26290768045562,2.07071308852298,1.27604604087039,1.23431635225878,4.87598106400095,4.48729702097952,3.6932097145339,2.33519021735872,3.02230664416739,5.63032619919911,-0.609428348086472,-0.61387229922438,4.9100446180841,0.690277176844869,3.94854516334634,2.52613621231483,1.18758700499171,2.37799353748206,1.97375475415455,2.22642964186515,2.09198465348368,1.96306748118175,5.11855961085416,-0.6309529859997,5.14898513848958,2.51804342849188,4.10386424690285,1.66737052458995,-0.906871289962191,1.07374965993446,-0.0920343067779106,-0.313960879089493,3.27029244442871,2.88035917478648,-0.23847048321647,3.27065371041552
1,NaN,NaN,7221.7924544,7222.0923432,7222.40915136,7222.50045524,7223.1354054,7223.61729344,NaN,7223.93446044,7223.93446044,7223.93466472,0,0,625.725260960204,1,1,1.025,7.525,0,0,4.41423345642719,0.30864630771352,-0.691021169462907,5.92242904450333,-1.03049505205189,1.86786880191097,4.24293396126043,-0.0216658111109549,3.56309364572992,5.60318954378565,0.348143479566654,0.920581905902647,-0.0941018479745592,2.56100457402017,2.06921746600537,1.02811689036294,5.29709508282345,5.4501909780548,0.933580913889953,4.33070462736557,4.91488738000963,2.47524217863825,1.57974870385652,-0.579419770902722,5.70637439004571,5.28411289448311,2.13197558692396,-0.978060593193105,-0.503399690194211,3.17041756122474,-0.846953368770846,4.38910233424466,4.03960766304408,2.31356586810913,4.68226445875606,3.10808854912696,0.666105911514592,3.59584403615992,5.23357689308627,-0.846496240027889,4.82658171348609,3.77645175978271,1.34110194037932,5.19113740609589,4.1203858434287,0.201291449488473,-0.0957581745058169,5.06831837505477,5.79584322536222,1.14767728859708,3.27431090047758,2.05543089556172,4.67718057497942,3.45478940697264,4.56737553265254,1.12215252774819,5.30017085044778,2.10177861207914,-0.575012393374296,0.0167141582552626
1,0.306411519999529,0.242004000000634,7223.93466472,7224.2340038,7224.60069692,7224.38382912,7225.23572508,7225.7173334,7225.5421366,7225.7841406,7226.03403748,7226.03419388,1,1,540,-1,-1,2,-2,7,12,-1.05111221070825,3.13766061814825,-0.445257480569927,-1.32007541428771,-1.94413895085411,-3.00202442540379,2.56220430421474,0.672109035931035,-1.83410200355323,0.574469464814261,1.27386416954708,-2.95771467996125,-0.477288434405776,-0.836868982637777,1.01700854187309,-2.6913305722754,-0.0923473105212156,3.11186564296967,-2.81176483852972,-2.92619490672514,-2.59011722832654,-2.3647922525067,0.29436254377995,-2.57325983811085,-1.280914383842,2.0117304546407,-1.09035396311637,-0.956331710132561,0.439154323479231,0.116352040681079,-1.95177047317294,-1.66143078267653,1.89271792294781,-1.70763482859226,2.39311597675834,2.1086915183056,-1.65094875159313,-2.99870766440154,-2.46767333176692,2.19510405935463,-2.04137855863719,3.32103484983658,-2.9240143381841,0.0995074359249419,2.79905060451307,2.34906148203981,-1.55930238395046,1.34875825005636,-2.91427223765368,0.53283957380674,3.4563645576241,1.5077499051486,-0.00164267954687336,1.57600055517114,-0.124416612787292,-2.44989749037632,-0.147540511530139,-2.14197700076123,-0.502885191028225,3.33043984391923
0,NaN,NaN,7226.03419388,7226.33432916,NaN,7226.55053856,NaN,NaN,NaN,NaN,NaN,7227.96909372,0,1,540,-1,1,0.5375,3.4625,0,0,2.72105756293116,0.54278954688378,-0.98446731844501,3.52280695287591,0.269723870448828,2.69670035038375,0.311573850775476,2.09996686996831,-2.72347013922506,1.6829711612174,-1.78772359417362,-1.50027667511187,1.95218936407776,-2.37434212650498,-0.754529001196003,0.166569094849947,-1.23089576135092,1.18187958025194,-0.441492657841618,-0.682119745252328,-2.49555475354403,-3.31408901654257,0.0437611320817242,0.177544401719321,-0.270268486600928,1.37968913825822,-3.47156431352831,2.17189311317031,1.16958569880958,-3.14617578524422,-3.48101697065771,-1.47962061568659,-1.99344453058264,0.233788211225736,2.03919471133204,0.725528196048587,1.77743984279998,-2.76578502859529,0.185671268381931,3.42693261944258,-0.976350710200077,2.57228046302322,-0.903446502594603,-0.5565263000197,2.55812517852569,1.4044023270939,1.54940976689907,-3.49150441654636,-2.29281084678459,3.1357596121694,2.72485923720979,1.853002899968,0.403812703836256,2.36438482368915,1.33634557374679,1.1823732274567,1.69979680584541,0.803533673994819,-0.0449294526090318,3.43556193103255
1,0.36504935999983,0.258586120000473,7227.96909372,7230.06777292,7230.61751648,7230.20889988,7231.25222508,7231.7341022,7231.61727444,7231.87586056,7232.05074528,7232.05092352,1,1,368.549478079593,-1,1,1.025,-2.025,8,13,-2.97570671237437,-5.6536111033345,-4.96427310431362,-3.5366926785096,-4.72999024084436,-5.22462801479027,-3.49728413865622,-2.45364901589107,-5.51409022047796,-2.73140442069932,-2.90799599118206,-4.44777348831968,-2.84811194457849,-8.56001346209524,-2.98349335885117,-5.6842487373941,-6.573584187488,-4.49774208733628,-3.92545818249296,-5.3760613437909,-8.38442970441312,-2.91386883079633,-6.94373090540352,-6.0792261986633,-5.58800900783323,-6.77112315263023,-6.83574562646666,-5.97502780011189,-8.09114141948969,-6.65953350864511,-1.42272005455084,-8.32798918329789,-7.16802687196537,-6.30975790984119,-7.53882254363883,-6.1268840128635,-8.24928489778342,-8.12657022552284,-4.85913706287652,-4.74669475933574,-2.54444702411057,-5.10779794047689,-3.12476925485666,-6.3249070719001,-6.86995914842936,-4.37271469363826,-5.48081300752638,-2.03126854876588,-4.46102233856495,-8.31999593649807,-5.62786269865936,-7.29194525167732,-3.35104353983389,-1.70267324159935,-6.32494305238846,-5.38925328847645,-5.29886652115511,-4.36815211244917,-2.78576775578249,-2.76520504747441
0,0.43182207999962,0.366767360000267,7232.05092352,7232.35102952,7232.77575816,7232.53388032,7233.4105126,7233.89246712,7233.84233468,7234.20910204,7234.20910204,7234.20926744,0,1,711.450521920407,-1,1,1.025,7.975,10,0,1.99348471702622,6.90712144897071,1.56274224992686,7.02284173121886,1.91374347702019,8.17105196419785,8.43937871999125,8.27519178393268,1.46365736545416,6.45844715342384,7.29563832314136,3.50871064448954,2.17344688019719,4.65833716320948,2.7522964107642,4.44925154602744,5.43537972690752,2.04854156312739,5.70360455352119,3.37424763384945,2.76642157671122,2.2993582472015,3.42284648938858,2.95225035575866,7.30812660733974,3.9216258798603,1.55503510823333,3.59695579403677,5.77398756400207,8.51737836129563,7.94625378853375,4.14565478004627,4.28396035526412,4.08680663762156,2.44458296664262,3.92287110487822,4.82876922332619,3.73514072145494,8.30443713812986,7.75363413254551,2.18302044461553,8.06744634383986,6.57513336310717,5.24528319632866,7.60594764121469,7.66471801608846,8.40963828957942,8.36896700899203,6.32549085758878,1.91102715922912,6.42494080662929,2.4223003434192,4.17213445387573,6.04891992744354,3.70756355310125,6.86282367345639,7.17071158331052,7.4783056533693,8.12159937975975,5.97061398477149
0,0.348959960000684,0.449701399999867,7234.20926744,7234.50941844,7234.6756464,7234.71728216,7235.352138,7235.83416572,7235.70109796,7236.15079936,7236.15079936,7236.15099056,0,0,711.450521920407,1,-1,2,-1,8,0,7.50140867318304,3.92044439902756,7.85636626020004,5.43870059268835,7.38145412051924,5.56459893858022,4.03814575885486,8.31781713827849,1.76947796538381,3.02210145750407,7.23014197289186,5.08949050808223,8.17332600709749,5.77286200147907,7.29247285642361,7.76954857294466,4.51325068970121,5.27970800686072,5.84515277407773,2.17930101377803,5.19585953310355,2.07716180912507,2.45587311657839,4.37362578972383,3.93804493790642,4.22888978179798,2.67370033120111,4.49855259012302,8.37171395919272,6.04033066857617,8.56495617718266,6.73543099331294,8.1933153262724,8.4736056226384,4.94904402338686,6.8339861761635,4.98752257552544,5.94196987320168,4.52290985302954,3.47485016527908,1.87144501810945,7.70564839356871,3.54834979859183,6.41993739217503,1.63325205790052,3.72802784923617,7.18713320132176,2.43224572484907,3.37452292609314,3.99248837405108,4.80485854817658,6.2076703601215,7.43063257830917,7.25668090426643,4.9025963346269,6.38701299219213,6.40684523108914,4.63351359588827,4.52910576867914,1.89923106743644
1,NaN,NaN,7236.15099056,7237.35067476,7237.65068176,7237.62562384,7238.28580952,7238.76801328,NaN,7239.08415476,7239.08415476,7239.08429304,0,0,711.450521920407,1,1,0.5375,9.5375,0,0,2.26759296332658,5.9974534256166,5.06879236778621,3.79126723666226,1.9380866549204,7.57538871058804,5.84246157582459,5.195670237465,8.16818366260701,8.40411940306442,5.35656049657342,4.16729844913407,8.57452576165303,2.16427110130483,7.28743168728668,3.25479026118669,6.56780352825756,4.93969026569005,8.32313917990062,1.50521018848304,6.02193697355025,5.8148433139383,2.898386124408,7.85470735854481,6.15774559763869,6.43936283420512,6.53609443066187,2.72519295342359,8.24090863564126,3.38412102775555,5.23892152636712,4.66349045250681,7.79493006473136,7.11599079176323,5.43637639258743,8.09297548630245,5.14259090290635,7.4747480838673,3.23722242017258,1.59900717392739,8.22470745918093,5.38000996532528,4.0383402989687,5.7841158939209,5.6246426586157,7.79380703346693,4.02857331584923,3.68492184131102,4.47240986969804,5.29095874166344,1.79095224446405,6.21959942591765,3.40650332908074,2.69468475581455,6.91626930490415,6.52174526565624,2.35260704145033,1.4754081462056,6.55598432187644,4.2219811397287
1,0.506558800000676,0.24190451999948,7239.08429304,7239.38416972,7239.6340856,7239.53397956,7240.26910356,7240.75108532,7240.77566236,7241.01756688,7241.06801888,7241.06814312,1,0,540,1,-1,1.025,-5.025,11,16,-2.44222105736719,-3.04992470482355,2.74493837016317,-0.0628498537624242,3.03150858786136,0.829382377181358,0.984511593320605,-2.94326879706712,-0.387107586174953,0.550099246244186,0.999561332619305,-0.0600699046786781,2.66599562987204,2.75077375682086,-1.49316177348475,-1.94223483380155,-3.25034660148149,2.97034657763825,-0.481448851873524,2.08936403132158,0.134074018886938,-2.16087768280982,-3.36608192180689,-2.17763551084457,3.12977438080322,-1.67542695222809,0.691129645319149,3.05934962381097,2.37400995198229,3.48887291392296,-0.713982760284189,3.07743860743993,3.36022264318602,-1.02827572565829,0.540393180640912,2.85723339203863,-3.03443815775068,1.94366459194589,-3.34950971821113,-0.233558610376379,3.56729885671778,0.275243338292509,-1.40637594321075,2.45300606320573,-0.876684441349525,2.99257691435582,0.498110675661527,-1.08618295980034,-3.2410848851489,2.19225115284491,3.17312605155499,-3.30359131904523,1.63865204634759,2.88864311397703,-2.88959741492376,3.17852717930196,-3.39668934620332,1.57559073386178,1.85921476036448,-0.182797689353971
1,0.357357520000733,0.224742559999868,7241.06814312,7241.36781616,7241.61735968,7241.68403116,7242.31884644,7242.80088676,7242.67620396,7242.90094652,7243.11753544,7243.11764492,1,1,454.274739039796,-1,1,1.025,0.475,8,13,-1.09376292694292,-1.34915432607172,-2.47802627555618,0.315473997670244,-1.26345131633701,-0.493515369094177,-2.53647219047018,0.721452852006106,-3.91111065465095,-5.2164125047206,-0.128865032272077,-0.836351792784886,0.419211289677927,-2.76631963175925,-3.24352775554339,-2.94648287526186,-0.269140941029924,0.469106892738803,-0.473947010791248,1.04899700579845,-4.65683813335797,-1.65998073540847,-3.99730590631078,-2.51482891227655,-1.87264776829424,-5.18665446987277,-3.9036144271721,-0.952744074991568,-5.28352633405486,-4.35840318584151,0.372851382266716,-3.17312129782829,-1.90433901908539,-3.49660315131441,-2.17722023525353,0.615970703062838,-4.53696720557843,-5.4650884952526,-1.18755407589425,0.174101899590318,-0.943637339516569,-3.15833132702091,-1.59202873190337,-2.38473868248842,-2.46469843643366,-1.84660772561092,-1.77639406715567,-2.31134475408067,-0.44485348859381,0.811019287189149,-3.40682465575215,-5.51012172296124,-4.14011615123792,-0.147480332977382,0.308881031912999,-1.34137483020025,-2.51233837235987,-1.38009948726182,-4.03248712872585,0.676895038619199
1,0.531901240000479,0.225260600000183,7243.11764492,7243.45920372,7243.57590636,7243.81736504,7244.45216676,7244.93423876,7244.984068,7245.2093286,7245.25105212,7245.25117072,1,1,711.450521920407,-1,1,1.5125,7.4875,12,16,3.36976579257816,5.55162977915197,7.7279216931422,6.62820040878598,7.11146315304741,4.79214209689225,2.33516723990318,7.69001527151416,2.18381464678503,2.70188613994679,8.50914207035433,5.88037767192654,4.29312817822472,6.36197905516689,1.45909208797915,4.5515974851722,1.49025640414851,3.51502189670501,2.56099316147326,2.79536803408579,4.27676539826556,6.63735856683635,4.67602601015479,6.51151941130633,1.94211537237232,7.43209904676258,7.46069400796639,2.09051204176709,1.45473858041038,4.43727194352836,3.37942712616283,4.35182709936013,5.46942795091198,3.40998025262722,4.15549478006976,2.19712787101182,7.46095303828374,7.85795407652793,2.93303564304879,4.26541197481339,7.30398176903124,2.58767172923225,2.05549585024145,2.38634594589689,2.77892159083149,2.49064079087956,3.39554757292691,2.34127409867637,2.01567701903996,6.3218988417835,5.81501060992295,4.52057571922127,8.37827122583468,3.19417421168193,6.27586555173328,7.96131863941156,7.51349362492289,5.34147655979555,6.87705146985008,5.71755008865803
